DocuNo,docudate,shipmentday,custcode,custname,contact,shipdate,creditdays,transpcode,EmpCode,EmpName,goodcode,goodname,invecode,locacode,goodunit,goodqty,goodprice,gooddiscamnt,goodamnt,jobcodehd,jobnamehd,unitrate,VAttype,goodcompare,goodcompareqty,VatRate,SumGoodAmnt,BillDiscFormula,BillAftrDiscAmnt,TotaBaseAmnt,VATAmnt,NetAmnt,vatcode,taxtype,GoodType,saleareacode,saleareaname,departmentcode,departmentname,jobcodedt,jobnamedt,exchdate,CurrCode,CurrName,CurrTypeCode,CurrTypeName,ExchRate,remark1,remark2,remark3
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0660G545WRXXHN,Back Panel Wire Grid-W600-H450-Black(TOA PC MPNA37-10)-Gen5,ML,ML,Pcs,44.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S01P1G5H1165XHN,Pole-I-(H Hold)-(19x38)-H1650-Black(TOA PC MPNA37-10)-(มีรูเสาด้านเดียว),ML,ML,Pcs,65.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0815D4G52RBXHN,ฮุกHook-W150-Dia.4mm.-(2 deck)-Black(TOA PC MPNA37-10)(W/Name)-GEN5,ML,ML,Pcs,1065.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S4412587BSKO001,สติ๊กเกอร์Set-Sticker-W1250-D10-Book Smile-Orange-Wire Wing-Stationary-7-11,ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S15119XXXXXI001,ป้ายราคา-ลังกล้วยหอม-W110-H90-ใส-PVC-ติดกาว2หน้า สีดำ,ML,ML,Pcs,15.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,CP090001XA,ถาดฟิคShelf-FIX-Thermedez-W930-D360-H10-White-With Bracket Fix,ML,ML,Pcs,33.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,E617IMPROVE1576,ค่าโฟมกันกระแทกลังกล้วยหอม,ML,ML,Pcs,15.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,E617IMPROVE2492,สติ๊กเกอร์Sticker ห้ามเหยียบ 7-11,ML,ML,Pcs,64.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,U0865XXX2BTXXHN,Hook-2Step-D65-BLACK(TOA PC MPNA37-10),ML,ML,Pcs,154.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,SETD5730113XXHN,ชุด Stand-W570-D300-H1135-(น้ำดื่ม)-BLACK(TOA PC MPNA37-10),ML,ML,Pcs,3.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,U443510142XXXHN,WireWing Structure-W350-D100-H1420-Black(TOA PC MPNA37-10),ML,ML,Pcs,10.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S47203057XG4XHN,Wire Wing Hook-W20-D30-h57-Black(TOA PC MPNA37-10),ML,ML,Pcs,10.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S22316142CMXHN,Structure StandCard-W310-D63-H1420-BLACK(TOA PC MPNA37-10),ML,ML,Pcs,2.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,U22338710XXXXHN,Shelf Wire Wing-W335-D87-H100-Black(TOA PC MPNA37-10),ML,ML,Pcs,36.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S17201551XG4XHN,Wire Wing Bracket-W20-D15-H51-Black(TOA PC MPNA37-10),ML,ML,Pcs,10.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059020G5NOXXAY,แผ่นชั้น-W900-D200-H8-White(TOA PC MP2472-10)(แผ่นบากหลังซ้าย-ขวา)-GEN5,ML,ML,Pcs,57.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059040G5NOXXAY,แผ่นชั้นShelf-W900-D400-H8-White(TOA PC MP2472-10)(mark on left and right)-GEN5,ML,ML,Pcs,66.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0660G568WRXXHN,Back Panel-Wire Grid-W600-H680-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,22.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0690G568WRXXHN,Back Panel-Wire Grid-W900-H680-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,73.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,KS030013XB,ตู้คัดสรรShelf Bakery KTตั้งพื้น-W900-D450-H1420-Wood-With LED,ML,ML,Pcs,2.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0290G5FLTBXXHN,Bottom Connector Beam-W900-Black(TOA PC MPNA37-10),ML,ML,Pcs,89.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0260G5FLTPXXHN,Top Connector Beam-W600-Black(TOA PC MPNA37-10),ML,ML,Pcs,22.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0260G5FLTBXXHN,Bottom Connector Beam-W600-Black(TOA PC MPNA37-10),ML,ML,Pcs,22.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S0290G5FLTPXXHN,Top Connector Beam-W900-Black(TOA PC MPNA37-10),ML,ML,Pcs,89.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S21HB060G5XXXHN,H Beam-W600-Black(TOA PC MPNA37-10),ML,ML,Pcs,44.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S21HB090G5XXXHN,H Beam-W900-Black(TOA PC MPNA37-10),ML,ML,Pcs,194.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S01PIG5XX187XHN,Pole-I-(H Hold)-(19x38)-H1870-Black(TOA PC MPNA37-10),ML,ML,Pcs,10.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S17XX25G5XXBTHN,Bracket-W250-T2.6-Black(TOA PC MPNA37-10),ML,ML,Pcs,1452.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S17XX30G5XXBTHN,แขนBracket-W300-T2.6-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,176.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S17XX35G5XXBTHN,แขนBracket-W350-T2.6-Black(TOA PC MPNA37-10)-GEN5,ML,ML,Pcs,178.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S02300G5H136XHN,Extention Leg-D300-H136-Black(TOA PC MPNA37-10),ML,ML,Pcs,182.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S02400G5H136XHN,ขาต่อExtention Leg-D400-H136-Black(TOA PC MPNA37-10),ML,ML,Pcs,44.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S056025WNG5H8AY,"แผ่นชั้น-W600-D250-H8-White(TOA PC MP2472-10)/สปอท,สี,แพ็ค,ขนส่ง",ML,ML,Pcs,140.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S056030WNG5H8AY,แผ่นชั้น-W600-D300-H8-White(TOA PC MP2472-10),ML,ML,Pcs,28.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
WSOBK6505-01764,01/06/2565,0,QRB2500005,"RBSQ MARKETING CO.,LTD",K.Bunpot,01/06/2565,,,S3-04,Rungtiwa Hemarak,S059025WNG5H8AY,แผ่นชั้นShelf-W900-D250-H8-White(TOA PC MP2472-10)-GEN5,ML,ML,Pcs,594.0000,0,0,0,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",1,1,,0,0,0,0,0,0,0,0,NO,3,1,SAI-HO,SAI-HO,SAI-HO,แผนกขายต่างประเทศ - ส่วนงานสำนักงานใหญ่,QU6505-00044,"QRB2500005/RBSQ Marketing Co.,Ltd./7-11 Cambodia Stock Size L,M,S",,,,,,1,,,
